"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 16 10:09:40 UTC 2026","Mon Feb 16 10:09:40 UTC 2026","520","","vf_afpa_cda24060_2.api.ApiApplicationTests","","vf_afpa_cda24060_2.api.ApiApplicationTests","contextLoads","contextLoads()",""
